Atomtypes,Cuttoff,Ncliques,Distance,Median(Score),Code,Class,AUC,Percent
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1EW2,PO4,0.7233552632,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1EJD,PO4,0.6904605263,0
CA_ACC_DON_GRE,2.5,5,6,SO,1EJD,PO4,0.1947368421,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1EJD,PO4,0.8986842105,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1EJD,PO4,0.8986842105,0
CA_ACC_DON_GRE,2.5,5,6,GO,1EJD,PO4,0.6226973684,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1EJD,PO4,0.2957236842,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1EJD,PO4,0.2848684211,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1EJD,PO4,0.9,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1EJD,PO4,0.9,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1EJD,PO4,0.2059210526,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1EJD,PO4,0.2460526316,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1GYP,PO4,0.6480263158,0
CA_ACC_DON_GRE,2.5,5,6,SO,1GYP,PO4,0.5746710526,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1GYP,PO4,0.9085526316,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1GYP,PO4,0.9085526316,0
CA_ACC_DON_GRE,2.5,5,6,GO,1GYP,PO4,0.4092105263,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1GYP,PO4,0.3506578947,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1GYP,PO4,0.3736842105,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1GYP,PO4,0.9046052632,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1GYP,PO4,0.8934210526,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1GYP,PO4,0.5782894737,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1GYP,PO4,0.5615131579,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1H6L,PO4,0.6361842105,0
CA_ACC_DON_GRE,2.5,5,6,SO,1H6L,PO4,0.3282894737,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1H6L,PO4,0.9763157895,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1H6L,PO4,0.9763157895,0
CA_ACC_DON_GRE,2.5,5,6,GO,1H6L,PO4,0.6496710526,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1H6L,PO4,0.3427631579,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1H6L,PO4,0.3292763158,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1H6L,PO4,0.975,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1H6L,PO4,0.9628289474,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1H6L,PO4,0.3555921053,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1H6L,PO4,0.4470394737,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1LYV,PO4,0.7190789474,0
CA_ACC_DON_GRE,2.5,5,6,SO,1LYV,PO4,0.6960526316,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1LYV,PO4,0.8802631579,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1LYV,PO4,0.8802631579,0
CA_ACC_DON_GRE,2.5,5,6,GO,1LYV,PO4,0.4710526316,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1LYV,PO4,0.2776315789,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1LYV,PO4,0.2763157895,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1LYV,PO4,0.8871710526,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1LYV,PO4,0.8960526316,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1LYV,PO4,0.7023026316,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1LYV,PO4,0.6884868421,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1K1W,GLC,0.4846938776,0
CA_ACC_DON_GRE,2.5,5,6,SO,1K1W,GLC,0.2551020408,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1K1W,GLC,0.8163265306,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1K1W,GLC,0.8163265306,0
CA_ACC_DON_GRE,2.5,5,6,GO,1K1W,GLC,0.806122449,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1K1W,GLC,0.4591836735,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1K1W,GLC,0.3265306122,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1K1W,GLC,0.8571428571,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1K1W,GLC,0.8673469388,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1K1W,GLC,0.2653061224,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1K1W,GLC,0.2857142857,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1BDG,GLC,0.7704081633,0
CA_ACC_DON_GRE,2.5,5,6,SO,1BDG,GLC,0.2653061224,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1BDG,GLC,0.693877551,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1BDG,GLC,0.693877551,0
CA_ACC_DON_GRE,2.5,5,6,GO,1BDG,GLC,0.4897959184,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1BDG,GLC,0.2142857143,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1BDG,GLC,0.2755102041,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1BDG,GLC,0.693877551,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1BDG,GLC,0.693877551,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1BDG,GLC,0.2653061224,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1BDG,GLC,0.2551020408,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1DNL,FMN,0.3914893617,0
CA_ACC_DON_GRE,2.5,5,6,SO,1DNL,FMN,0.4574468085,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1DNL,FMN,0.6531914894,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1DNL,FMN,0.6531914894,0
CA_ACC_DON_GRE,2.5,5,6,GO,1DNL,FMN,0.5031914894,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1DNL,FMN,0.614893617,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1DNL,FMN,0.6212765957,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1DNL,FMN,0.6382978723,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1DNL,FMN,0.6212765957,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1DNL,FMN,0.4478723404,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1DNL,FMN,0.4457446809,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1JA1,FMN,0.6223404255,0
CA_ACC_DON_GRE,2.5,5,6,SO,1JA1,FMN,0.3457446809,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1JA1,FMN,0.5829787234,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1JA1,FMN,0.5829787234,0
CA_ACC_DON_GRE,2.5,5,6,GO,1JA1,FMN,0.6234042553,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1JA1,FMN,0.3319148936,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1JA1,FMN,0.3021276596,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1JA1,FMN,0.6138297872,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1JA1,FMN,0.6680851064,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1JA1,FMN,0.3574468085,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1JA1,FMN,0.4,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1F5V,FMN,0.6638297872,0
CA_ACC_DON_GRE,2.5,5,6,SO,1F5V,FMN,0.4117021277,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1F5V,FMN,0.6978723404,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1F5V,FMN,0.6978723404,0
CA_ACC_DON_GRE,2.5,5,6,GO,1F5V,FMN,0.4680851064,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1F5V,FMN,0.3617021277,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1F5V,FMN,0.3744680851,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1F5V,FMN,0.6872340426,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1F5V,FMN,0.6468085106,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1F5V,FMN,0.3957446809,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1F5V,FMN,0.370212766,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1P4C,FMN,0.4127659574,0
CA_ACC_DON_GRE,2.5,5,6,SO,1P4C,FMN,0.4255319149,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1P4C,FMN,0.6829787234,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1P4C,FMN,0.6829787234,0
CA_ACC_DON_GRE,2.5,5,6,GO,1P4C,FMN,0.2308510638,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1P4C,FMN,0.6212765957,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1P4C,FMN,0.7106382979,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1P4C,FMN,0.6670212766,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1P4C,FMN,0.5882978723,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1P4C,FMN,0.4085106383,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1P4C,FMN,0.3723404255,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1MVL,FMN,0.4117021277,0
CA_ACC_DON_GRE,2.5,5,6,SO,1MVL,FMN,0.3978723404,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1MVL,FMN,0.5468085106,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1MVL,FMN,0.5468085106,0
CA_ACC_DON_GRE,2.5,5,6,GO,1MVL,FMN,0.5712765957,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1MVL,FMN,0.5712765957,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1MVL,FMN,0.5180851064,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1MVL,FMN,0.5446808511,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1MVL,FMN,0.5510638298,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1MVL,FMN,0.3936170213,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1MVL,FMN,0.3829787234,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1P4M,FMN,0.2925531915,0
CA_ACC_DON_GRE,2.5,5,6,SO,1P4M,FMN,0.364893617,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1P4M,FMN,0.6659574468,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1P4M,FMN,0.6659574468,0
CA_ACC_DON_GRE,2.5,5,6,GO,1P4M,FMN,0.7765957447,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1P4M,FMN,0.6606382979,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1P4M,FMN,0.4734042553,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1P4M,FMN,0.7,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1P4M,FMN,0.7957446809,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1P4M,FMN,0.4021276596,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1P4M,FMN,0.470212766,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1LHU,EST,0.2835051546,0
CA_ACC_DON_GRE,2.5,5,6,SO,1LHU,EST,0.8298969072,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1LHU,EST,0.8994845361,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1LHU,EST,0.8994845361,0
CA_ACC_DON_GRE,2.5,5,6,GO,1LHU,EST,0.5025773196,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1LHU,EST,0.6907216495,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1LHU,EST,0.6546391753,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1LHU,EST,0.9226804124,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1LHU,EST,0.9484536082,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1LHU,EST,0.8298969072,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1LHU,EST,0.8092783505,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1FDS,EST,0.0360824742,0
CA_ACC_DON_GRE,2.5,5,6,SO,1FDS,EST,0.7448453608,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1FDS,EST,0.9536082474,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1FDS,EST,0.9536082474,0
CA_ACC_DON_GRE,2.5,5,6,GO,1FDS,EST,0.6391752577,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1FDS,EST,0.9536082474,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1FDS,EST,0.8711340206,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1FDS,EST,0.9510309278,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1FDS,EST,0.9536082474,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1FDS,EST,0.7577319588,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1FDS,EST,0.7268041237,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1QKT,EST,0.3067010309,0
CA_ACC_DON_GRE,2.5,5,6,SO,1QKT,EST,0.7628865979,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1QKT,EST,0.9639175258,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1QKT,EST,0.9639175258,0
CA_ACC_DON_GRE,2.5,5,6,GO,1QKT,EST,0.7474226804,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1QKT,EST,0.675257732,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1QKT,EST,0.6082474227,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1QKT,EST,0.9639175258,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1QKT,EST,0.9587628866,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1QKT,EST,0.7731958763,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1QKT,EST,0.7731958763,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1E2Q,ATP,0.6015205725,0
CA_ACC_DON_GRE,2.5,5,6,SO,1E2Q,ATP,0.3725402504,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1E2Q,ATP,0.6024150268,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1E2Q,ATP,0.6024150268,0
CA_ACC_DON_GRE,2.5,5,6,GO,1E2Q,ATP,0.7432915921,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1E2Q,ATP,0.3658318426,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1E2Q,ATP,0.3188729875,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1E2Q,ATP,0.6135957066,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1E2Q,ATP,0.6623434705,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1E2Q,ATP,0.3868515206,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1E2Q,ATP,0.4467799642,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1RDQ,ATP,0.5,0
CA_ACC_DON_GRE,2.5,5,6,SO,1RDQ,ATP,0.490608229,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1RDQ,ATP,0.6610017889,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1RDQ,ATP,0.6610017889,0
CA_ACC_DON_GRE,2.5,5,6,GO,1RDQ,ATP,0.4606440072,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1RDQ,ATP,0.5053667263,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1RDQ,ATP,0.4946332737,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1RDQ,ATP,0.6556350626,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1RDQ,ATP,0.6341681574,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1RDQ,ATP,0.4901610018,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1RDQ,ATP,0.4843470483,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1DY3,ATP,0.5017889088,0
CA_ACC_DON_GRE,2.5,5,6,SO,1DY3,ATP,0.2969588551,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1DY3,ATP,0.7294275492,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1DY3,ATP,0.7294275492,0
CA_ACC_DON_GRE,2.5,5,6,GO,1DY3,ATP,0.4754025045,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1DY3,ATP,0.5040250447,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1DY3,ATP,0.5223613596,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1DY3,ATP,0.738372093,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1DY3,ATP,0.7441860465,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1DY3,ATP,0.2969588551,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1DY3,ATP,0.2960644007,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1B8A,ATP,0.3452593918,0
CA_ACC_DON_GRE,2.5,5,6,SO,1B8A,ATP,0.376118068,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1B8A,ATP,0.7629695886,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1B8A,ATP,0.7629695886,0
CA_ACC_DON_GRE,2.5,5,6,GO,1B8A,ATP,0.5836314848,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1B8A,ATP,0.6270125224,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1B8A,ATP,0.5518783542,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1B8A,ATP,0.7696779964,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1B8A,ATP,0.7696779964,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1B8A,ATP,0.383273703,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1B8A,ATP,0.4226296959,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1AYL,ATP,0.3779069767,0
CA_ACC_DON_GRE,2.5,5,6,SO,1AYL,ATP,0.3662790698,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1AYL,ATP,0.6466905188,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1AYL,ATP,0.6466905188,0
CA_ACC_DON_GRE,2.5,5,6,GO,1AYL,ATP,0.5317531306,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1AYL,ATP,0.6319320215,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1AYL,ATP,0.6243291592,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1AYL,ATP,0.6422182469,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1AYL,ATP,0.6140429338,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1AYL,ATP,0.3524150268,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1AYL,ATP,0.3559928444,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1ESQ,ATP,0.352862254,0
CA_ACC_DON_GRE,2.5,5,6,SO,1ESQ,ATP,0.3157423971,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1ESQ,ATP,0.689177102,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1ESQ,ATP,0.689177102,0
CA_ACC_DON_GRE,2.5,5,6,GO,1ESQ,ATP,0.4816636852,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1ESQ,ATP,0.6390876565,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1ESQ,ATP,0.6225402504,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1ESQ,ATP,0.686940966,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1ESQ,ATP,0.6815742397,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1ESQ,ATP,0.3139534884,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1ESQ,ATP,0.3237924866,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1GN8,ATP,0.3542039356,0
CA_ACC_DON_GRE,2.5,5,6,SO,1GN8,ATP,0.3510733453,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1GN8,ATP,0.7508944544,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1GN8,ATP,0.7508944544,0
CA_ACC_DON_GRE,2.5,5,6,GO,1GN8,ATP,0.5026833631,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1GN8,ATP,0.6247763864,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1GN8,ATP,0.6082289803,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1GN8,ATP,0.7589445438,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1GN8,ATP,0.7486583184,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1GN8,ATP,0.3564400716,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1GN8,ATP,0.3618067979,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1DV2,ATP,0.5456171735,0
CA_ACC_DON_GRE,2.5,5,6,SO,1DV2,ATP,0.385509839,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1DV2,ATP,0.698568873,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1DV2,ATP,0.698568873,0
CA_ACC_DON_GRE,2.5,5,6,GO,1DV2,ATP,0.5026833631,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1DV2,ATP,0.4436493739,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1DV2,ATP,0.457960644,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1DV2,ATP,0.6923076923,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1DV2,ATP,0.6887298748,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1DV2,ATP,0.3792486583,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1DV2,ATP,0.3962432916,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1E8X,ATP,0.532647585,0
CA_ACC_DON_GRE,2.5,5,6,SO,1E8X,ATP,0.3144007156,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1E8X,ATP,0.6100178891,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1E8X,ATP,0.6100178891,0
CA_ACC_DON_GRE,2.5,5,6,GO,1E8X,ATP,0.5545617174,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1E8X,ATP,0.4691413238,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1E8X,ATP,0.4700357782,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1E8X,ATP,0.6220930233,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1E8X,ATP,0.6368515206,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1E8X,ATP,0.3260286225,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1E8X,ATP,0.3394454383,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1TID,ATP,0.4244186047,0
CA_ACC_DON_GRE,2.5,5,6,SO,1TID,ATP,0.3725402504,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1TID,ATP,0.6677101968,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1TID,ATP,0.6677101968,0
CA_ACC_DON_GRE,2.5,5,6,GO,1TID,ATP,0.4655635063,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1TID,ATP,0.5885509839,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1TID,ATP,0.6064400716,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1TID,ATP,0.6663685152,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1TID,ATP,0.654293381,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1TID,ATP,0.3711985689,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1TID,ATP,0.3631484794,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1KVK,ATP,0.3962432916,0
CA_ACC_DON_GRE,2.5,5,6,SO,1KVK,ATP,0.2468694097,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1KVK,ATP,0.6153846154,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1KVK,ATP,0.6153846154,0
CA_ACC_DON_GRE,2.5,5,6,GO,1KVK,ATP,0.4928443649,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1KVK,ATP,0.6055456172,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1KVK,ATP,0.5921288014,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1KVK,ATP,0.614490161,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1KVK,ATP,0.5876565295,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1KVK,ATP,0.238372093,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1KVK,ATP,0.2428443649,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1O9T,ATP,0.4932915921,0
CA_ACC_DON_GRE,2.5,5,6,SO,1O9T,ATP,0.4373881932,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1O9T,ATP,0.6019677996,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1O9T,ATP,0.6019677996,0
CA_ACC_DON_GRE,2.5,5,6,GO,1O9T,ATP,0.4910554562,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1O9T,ATP,0.511627907,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1O9T,ATP,0.5196779964,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1O9T,ATP,0.595706619,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1O9T,ATP,0.5684257603,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1O9T,ATP,0.4364937388,0
CA_ACC_DON_GRE,2.5,5,6,SOScore05,1O9T,ATP,0.4476744186,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,1A49,ATP,0.4865831843,0
CA_ACC_DON_GRE,2.5,5,6,SO,1A49,ATP,0.3045617174,0
CA_ACC_DON_GRE,2.5,5,6,Srel,1A49,ATP,0.6833631485,0
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,1A49,ATP,0.6833631485,0
CA_ACC_DON_GRE,2.5,5,6,GO,1A49,ATP,0.5648479428,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,1A49,ATP,0.5026833631,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,1A49,ATP,0.4570661896,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,1A49,ATP,0.6940966011,0
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,1A49,ATP,0.7106440072,0
CA_ACC_DON_GRE,2.5,5,6,SOScore08,1A49,ATP,0.3099284436,0
