Atomtypes ,Cuttoff,Ncliques,Distance,Median(Score),Code,Class ,AUC
CA_CB_ACC_DON,2,10,6,Tanimoto,1HSK,FAD,0.2766975309
CA_CB_ACC_DON,2,10,6,GO,1HSK,FAD,0.4706790123
CA_CB_ACC_DON,2,10,6,aaScore08,1HSK,FAD,0.6523148148
CA_CB_ACC_DON,2,10,6,aaScore05,1HSK,FAD,0.6307098765
CA_CB_ACC_DON,2,10,6,SrelScore08,1HSK,FAD,0.2740740741
CA_CB_ACC_DON,2,10,6,SrelScore05,1HSK,FAD,0.2768518519
CA_CB_ACC_DON,2,10,6,SOScore08,1HSK,FAD,0.1237654321
CA_CB_ACC_DON,2,10,6,SOScore05,1HSK,FAD,0.1219135802
CA_CB_ACC_DON,2,10,6,RMSD,1E8G,FAD,0.4705246914
CA_CB_ACC_DON,2,10,6,SO,1E8G,FAD,0.0679012346
CA_CB_ACC_DON,2,10,6,Srel,1E8G,FAD,0.199691358
CA_CB_ACC_DON,2,10,6,Tanimoto,1E8G,FAD,0.199691358
CA_CB_ACC_DON,2,10,6,GO,1E8G,FAD,0.5339506173
CA_CB_ACC_DON,2,10,6,aaScore08,1E8G,FAD,0.5046296296
CA_CB_ACC_DON,2,10,6,aaScore05,1E8G,FAD,0.487808642
CA_CB_ACC_DON,2,10,6,SrelScore08,1E8G,FAD,0.1986111111
CA_CB_ACC_DON,2,10,6,SrelScore05,1E8G,FAD,0.1983024691
CA_CB_ACC_DON,2,10,6,SOScore08,1E8G,FAD,0.0688271605
CA_CB_ACC_DON,2,10,6,SOScore05,1E8G,FAD,0.0719135802
CA_CB_ACC_DON,2,10,6,RMSD,1POX,FAD,0.3398148148
CA_CB_ACC_DON,2,10,6,SO,1POX,FAD,0.0705246914
CA_CB_ACC_DON,2,10,6,Srel,1POX,FAD,0.1317901235
CA_CB_ACC_DON,2,10,6,Tanimoto,1POX,FAD,0.1317901235
CA_CB_ACC_DON,2,10,6,GO,1POX,FAD,0.399382716
CA_CB_ACC_DON,2,10,6,aaScore08,1POX,FAD,0.674537037
CA_CB_ACC_DON,2,10,6,aaScore05,1POX,FAD,0.6649691358
CA_CB_ACC_DON,2,10,6,SrelScore08,1POX,FAD,0.1314814815
CA_CB_ACC_DON,2,10,6,SrelScore05,1POX,FAD,0.1422839506
CA_CB_ACC_DON,2,10,6,SOScore08,1POX,FAD,0.0712962963
CA_CB_ACC_DON,2,10,6,SOScore05,1POX,FAD,0.0725308642
CA_CB_ACC_DON,2,10,6,RMSD,3GRS,FAD,0.5152777778
CA_CB_ACC_DON,2,10,6,SO,3GRS,FAD,0.0924382716
CA_CB_ACC_DON,2,10,6,Srel,3GRS,FAD,0.2345679012
CA_CB_ACC_DON,2,10,6,Tanimoto,3GRS,FAD,0.2345679012
CA_CB_ACC_DON,2,10,6,GO,3GRS,FAD,0.500308642
CA_CB_ACC_DON,2,10,6,aaScore08,3GRS,FAD,0.4859567901
CA_CB_ACC_DON,2,10,6,aaScore05,3GRS,FAD,0.499845679
CA_CB_ACC_DON,2,10,6,SrelScore08,3GRS,FAD,0.2354938272
CA_CB_ACC_DON,2,10,6,SrelScore05,3GRS,FAD,0.2382716049
CA_CB_ACC_DON,2,10,6,SOScore08,3GRS,FAD,0.0882716049
CA_CB_ACC_DON,2,10,6,SOScore05,3GRS,FAD,0.0864197531
CA_CB_ACC_DON,2,10,6,RMSD,1EVI,FAD,0.5398148148
CA_CB_ACC_DON,2,10,6,SO,1EVI,FAD,0.0675925926
CA_CB_ACC_DON,2,10,6,Srel,1EVI,FAD,0.2441358025
CA_CB_ACC_DON,2,10,6,Tanimoto,1EVI,FAD,0.2441358025
CA_CB_ACC_DON,2,10,6,GO,1EVI,FAD,0.5416666667
CA_CB_ACC_DON,2,10,6,aaScore08,1EVI,FAD,0.4387345679
CA_CB_ACC_DON,2,10,6,aaScore05,1EVI,FAD,0.4609567901
CA_CB_ACC_DON,2,10,6,SrelScore08,1EVI,FAD,0.2435185185
CA_CB_ACC_DON,2,10,6,SrelScore05,1EVI,FAD,0.250308642
CA_CB_ACC_DON,2,10,6,SOScore08,1EVI,FAD,0.0675925926
CA_CB_ACC_DON,2,10,6,SOScore05,1EVI,FAD,0.0706790123
CA_CB_ACC_DON,2,10,6,RMSD,1K87,FAD,0.3418209877
CA_CB_ACC_DON,2,10,6,SO,1K87,FAD,0.1396604938
CA_CB_ACC_DON,2,10,6,Srel,1K87,FAD,0.3234567901
CA_CB_ACC_DON,2,10,6,Tanimoto,1K87,FAD,0.3234567901
CA_CB_ACC_DON,2,10,6,GO,1K87,FAD,0.5143518519
CA_CB_ACC_DON,2,10,6,aaScore08,1K87,FAD,0.6449074074
CA_CB_ACC_DON,2,10,6,aaScore05,1K87,FAD,0.6108024691
CA_CB_ACC_DON,2,10,6,SrelScore08,1K87,FAD,0.3231481481
CA_CB_ACC_DON,2,10,6,SrelScore05,1K87,FAD,0.3200617284
CA_CB_ACC_DON,2,10,6,SOScore08,1K87,FAD,0.1399691358
CA_CB_ACC_DON,2,10,6,SOScore05,1K87,FAD,0.1401234568
CA_CB_ACC_DON,2,10,6,RMSD,1JR8,FAD,0.5197530864
CA_CB_ACC_DON,2,10,6,SO,1JR8,FAD,0.1984567901
CA_CB_ACC_DON,2,10,6,Srel,1JR8,FAD,0.2935185185
CA_CB_ACC_DON,2,10,6,Tanimoto,1JR8,FAD,0.2935185185
CA_CB_ACC_DON,2,10,6,GO,1JR8,FAD,0.4858024691
CA_CB_ACC_DON,2,10,6,aaScore08,1JR8,FAD,0.4979938272
CA_CB_ACC_DON,2,10,6,aaScore05,1JR8,FAD,0.5060185185
CA_CB_ACC_DON,2,10,6,SrelScore08,1JR8,FAD,0.2932098765
CA_CB_ACC_DON,2,10,6,SrelScore05,1JR8,FAD,0.2986111111
CA_CB_ACC_DON,2,10,6,SOScore08,1JR8,FAD,0.1984567901
CA_CB_ACC_DON,2,10,6,SOScore05,1JR8,FAD,0.2058641975
CA_CB_ACC_DON,2,10,6,RMSD,1CQX,FAD,0.4029320988
CA_CB_ACC_DON,2,10,6,SO,1CQX,FAD,0.1575617284
CA_CB_ACC_DON,2,10,6,Srel,1CQX,FAD,0.1191358025
CA_CB_ACC_DON,2,10,6,Tanimoto,1CQX,FAD,0.1191358025
CA_CB_ACC_DON,2,10,6,GO,1CQX,FAD,0.4827160494
CA_CB_ACC_DON,2,10,6,aaScore08,1CQX,FAD,0.5942901235
CA_CB_ACC_DON,2,10,6,aaScore05,1CQX,FAD,0.5975308642
CA_CB_ACC_DON,2,10,6,SrelScore08,1CQX,FAD,0.1174382716
CA_CB_ACC_DON,2,10,6,SrelScore05,1CQX,FAD,0.1239197531
CA_CB_ACC_DON,2,10,6,SOScore08,1CQX,FAD,0.1564814815
CA_CB_ACC_DON,2,10,6,SOScore05,1CQX,FAD,0.1578703704
CA,2.5,5,6,RMSD,1J99,AND,0.8099489796
CA,2.5,5,6,SO,1J99,AND,0.0880102041
CA,2.5,5,6,Srel,1J99,AND,0.2117346939
CA,2.5,5,6,Tanimoto,1J99,AND,0.2117346939
CA,2.5,5,6,GO,1J99,AND,0.5229591837
CA,2.5,5,6,aaScore08,1J99,AND,0.2091836735
CA,2.5,5,6,aaScore05,1J99,AND,0.237244898
CA,2.5,5,6,SrelScore08,1J99,AND,0.1989795918
CA,2.5,5,6,SrelScore05,1J99,AND,0.2844387755
CA,2.5,5,6,SOScore08,1J99,AND,0.0969387755
CA,2.5,5,6,SOScore05,1J99,AND,0.1301020408
CA,2.5,5,6,RMSD,1E3R,AND,0.5803571429
CA,2.5,5,6,SO,1E3R,AND,0.3966836735
CA,2.5,5,6,Srel,1E3R,AND,0.5739795918
CA,2.5,5,6,Tanimoto,1E3R,AND,0.5739795918
CA,2.5,5,6,GO,1E3R,AND,0.3992346939
CA,2.5,5,6,aaScore08,1E3R,AND,0.4540816327
CA,2.5,5,6,aaScore05,1E3R,AND,0.487244898
CA,2.5,5,6,SrelScore08,1E3R,AND,0.5599489796
CA,2.5,5,6,SrelScore05,1E3R,AND,0.5522959184
CA,2.5,5,6,SOScore08,1E3R,AND,0.4005102041
CA,2.5,5,6,SOScore05,1E3R,AND,0.4056122449
CA,2.5,5,6,RMSD,1NF5,BGC,0.2847938144
CA,2.5,5,6,SO,1NF5,BGC,0.0786082474
CA,2.5,5,6,Srel,1NF5,BGC,0.1855670103
CA,2.5,5,6,Tanimoto,1NF5,BGC,0.1855670103
CA,2.5,5,6,GO,1NF5,BGC,0.2448453608
CA,2.5,5,6,aaScore08,1NF5,BGC,0.2364690722
CA,2.5,5,6,aaScore05,1NF5,BGC,0.2777061856
CA,2.5,5,6,SrelScore08,1NF5,BGC,0.1726804124
CA,2.5,5,6,SrelScore05,1NF5,BGC,0.1681701031
CA,2.5,5,6,SOScore08,1NF5,BGC,0.0786082474
CA,2.5,5,6,SOScore05,1NF5,BGC,0.0805412371
CA,2.5,5,6,RMSD,1CQ1,BGC,0.175257732
CA,2.5,5,6,SO,1CQ1,BGC,0.175257732
CA,2.5,5,6,Srel,1CQ1,BGC,0.175257732
CA,2.5,5,6,Tanimoto,1CQ1,BGC,0.175257732
CA,2.5,5,6,GO,1CQ1,BGC,0.3350515464
CA,2.5,5,6,aaScore08,1CQ1,BGC,0.175257732
CA,2.5,5,6,aaScore05,1CQ1,BGC,0.175257732
CA,2.5,5,6,SrelScore08,1CQ1,BGC,0.175257732
CA,2.5,5,6,SrelScore05,1CQ1,BGC,0.175257732
CA,2.5,5,6,SOScore08,1CQ1,BGC,0.175257732
CA,2.5,5,6,SOScore05,1CQ1,BGC,0.175257732
CA,2.5,5,6,RMSD,2GBP,BGC,0.337628866
CA,2.5,5,6,SO,2GBP,BGC,0.0824742268
CA,2.5,5,6,Srel,2GBP,BGC,0.1134020619
CA,2.5,5,6,Tanimoto,2GBP,BGC,0.1134020619
CA,2.5,5,6,GO,2GBP,BGC,0.2326030928
CA,2.5,5,6,aaScore08,2GBP,BGC,0.1836340206
CA,2.5,5,6,aaScore05,2GBP,BGC,0.2106958763
CA,2.5,5,6,SrelScore08,2GBP,BGC,0.1082474227
CA,2.5,5,6,SrelScore05,2GBP,BGC,0.1198453608
CA,2.5,5,6,SOScore08,2GBP,BGC,0.074742268
CA,2.5,5,6,SOScore05,2GBP,BGC,0.0708762887
CA,2.5,5,6,RMSD,1HEX,NAD,0.3925420168
CA,2.5,5,6,SO,1HEX,NAD,0.5718487395
CA,2.5,5,6,Srel,1HEX,NAD,0.6239495798
CA,2.5,5,6,Tanimoto,1HEX,NAD,0.6239495798
CA,2.5,5,6,GO,1HEX,NAD,0.6382352941
CA,2.5,5,6,aaScore08,1HEX,NAD,0.6085084034
CA,2.5,5,6,aaScore05,1HEX,NAD,0.5334033613
CA,2.5,5,6,SrelScore08,1HEX,NAD,0.6426470588
CA,2.5,5,6,SrelScore05,1HEX,NAD,0.6642857143
CA,2.5,5,6,SOScore08,1HEX,NAD,0.5930672269
CA,2.5,5,6,SOScore05,1HEX,NAD,0.6203781513
CA,2.5,5,6,RMSD,2A5F,NAD,0.3505252101
CA,2.5,5,6,SO,2A5F,NAD,0.6068277311
CA,2.5,5,6,Srel,2A5F,NAD,0.7179621849
CA,2.5,5,6,Tanimoto,2A5F,NAD,0.7179621849
CA,2.5,5,6,GO,2A5F,NAD,0.5780462185
CA,2.5,5,6,aaScore08,2A5F,NAD,0.6383403361
CA,2.5,5,6,aaScore05,2A5F,NAD,0.5894957983
CA,2.5,5,6,SrelScore08,2A5F,NAD,0.7175420168
CA,2.5,5,6,SrelScore05,2A5F,NAD,0.6978991597
CA,2.5,5,6,SOScore08,2A5F,NAD,0.6039915966
CA,2.5,5,6,SOScore05,2A5F,NAD,0.599894958
CA,2.5,5,6,RMSD,1OG3,NAD,0.3244747899
CA,2.5,5,6,SO,1OG3,NAD,0.4985294118
CA,2.5,5,6,Srel,1OG3,NAD,0.6870798319
CA,2.5,5,6,Tanimoto,1OG3,NAD,0.6870798319
CA,2.5,5,6,GO,1OG3,NAD,0.6461134454
CA,2.5,5,6,aaScore08,1OG3,NAD,0.662710084
CA,2.5,5,6,aaScore05,1OG3,NAD,0.6068277311
CA,2.5,5,6,SrelScore08,1OG3,NAD,0.6971638655
CA,2.5,5,6,SrelScore05,1OG3,NAD,0.7119747899
CA,2.5,5,6,SOScore08,1OG3,NAD,0.5157563025
CA,2.5,5,6,SOScore05,1OG3,NAD,0.5590336134
CA,2.5,5,6,RMSD,1S7G,NAD,0.4241596639
CA,2.5,5,6,SO,1S7G,NAD,0.3576680672
CA,2.5,5,6,Srel,1S7G,NAD,0.7018907563
CA,2.5,5,6,Tanimoto,1S7G,NAD,0.7018907563
CA,2.5,5,6,GO,1S7G,NAD,0.643487395
CA,2.5,5,6,aaScore08,1S7G,NAD,0.5908613445
CA,2.5,5,6,aaScore05,1S7G,NAD,0.5334033613
CA,2.5,5,6,SrelScore08,1S7G,NAD,0.7131302521
CA,2.5,5,6,SrelScore05,1S7G,NAD,0.7196428571
CA,2.5,5,6,SOScore08,1S7G,NAD,0.3736344538
CA,2.5,5,6,SOScore05,1S7G,NAD,0.443592437
CA,2.5,5,6,RMSD,1QAX,NAD,0.3885504202
CA,2.5,5,6,SO,1QAX,NAD,0.2783613445
CA,2.5,5,6,Srel,1QAX,NAD,0.6321428571
CA,2.5,5,6,Tanimoto,1QAX,NAD,0.6321428571
CA,2.5,5,6,GO,1QAX,NAD,0.5047268908
CA,2.5,5,6,aaScore08,1QAX,NAD,0.6
CA,2.5,5,6,aaScore05,1QAX,NAD,0.600105042
CA,2.5,5,6,SrelScore08,1QAX,NAD,0.6369747899
CA,2.5,5,6,SrelScore05,1QAX,NAD,0.6286764706
CA,2.5,5,6,SOScore08,1QAX,NAD,0.2788865546
CA,2.5,5,6,SOScore05,1QAX,NAD,0.3099789916
CA,2.5,5,6,RMSD,1T2D,NAD,0.3668067227
CA,2.5,5,6,SO,1T2D,NAD,0.3677521008
CA,2.5,5,6,Srel,1T2D,NAD,0.7050420168
CA,2.5,5,6,Tanimoto,1T2D,NAD,0.7050420168
CA,2.5,5,6,GO,1T2D,NAD,0.6512605042
CA,2.5,5,6,aaScore08,1T2D,NAD,0.6011554622
CA,2.5,5,6,aaScore05,1T2D,NAD,0.5130252101
CA,2.5,5,6,SrelScore08,1T2D,NAD,0.7325630252
CA,2.5,5,6,SrelScore05,1T2D,NAD,0.7545168067
CA,2.5,5,6,SOScore08,1T2D,NAD,0.393802521
CA,2.5,5,6,SOScore05,1T2D,NAD,0.4651260504
CA,2.5,5,6,RMSD,1MI3,NAD,0.4169117647
CA,2.5,5,6,SO,1MI3,NAD,0.3680672269
CA,2.5,5,6,Srel,1MI3,NAD,0.681512605
CA,2.5,5,6,Tanimoto,1MI3,NAD,0.681512605
CA,2.5,5,6,GO,1MI3,NAD,0.5775210084
CA,2.5,5,6,aaScore08,1MI3,NAD,0.5927521008
CA,2.5,5,6,aaScore05,1MI3,NAD,0.5573529412
CA,2.5,5,6,SrelScore08,1MI3,NAD,0.6880252101
CA,2.5,5,6,SrelScore05,1MI3,NAD,0.6778361345
CA,2.5,5,6,SOScore08,1MI3,NAD,0.3841386555
CA,2.5,5,6,SOScore05,1MI3,NAD,0.4069327731
CA,2.5,5,6,RMSD,1IB0,NAD,0.4723739496
CA,2.5,5,6,SO,1IB0,NAD,0.4828781513
CA,2.5,5,6,Srel,1IB0,NAD,0.5602941176
CA,2.5,5,6,Tanimoto,1IB0,NAD,0.5602941176
CA,2.5,5,6,GO,1IB0,NAD,0.4790966387
CA,2.5,5,6,aaScore08,1IB0,NAD,0.5705882353
CA,2.5,5,6,aaScore05,1IB0,NAD,0.5733193277
CA,2.5,5,6,SrelScore08,1IB0,NAD,0.5518907563
CA,2.5,5,6,SrelScore05,1IB0,NAD,0.5491596639
CA,2.5,5,6,SOScore08,1IB0,NAD,0.474789916
CA,2.5,5,6,SOScore05,1IB0,NAD,0.4676470588
CA,2.5,5,6,RMSD,1TOX,NAD,0.4158613445
CA,2.5,5,6,SO,1TOX,NAD,0.6611344538
CA,2.5,5,6,Srel,1TOX,NAD,0.6400210084
CA,2.5,5,6,Tanimoto,1TOX,NAD,0.6400210084
CA,2.5,5,6,GO,1TOX,NAD,0.5964285714
CA,2.5,5,6,aaScore08,1TOX,NAD,0.5991596639
CA,2.5,5,6,aaScore05,1TOX,NAD,0.5674369748
CA,2.5,5,6,SrelScore08,1TOX,NAD,0.6302521008
CA,2.5,5,6,SrelScore05,1TOX,NAD,0.6407563025
CA,2.5,5,6,SOScore08,1TOX,NAD,0.6617647059
CA,2.5,5,6,SOScore05,1TOX,NAD,0.6592436975
CA,2.5,5,6,RMSD,1RLZ,NAD,0.4198529412
CA,2.5,5,6,SO,1RLZ,NAD,0.5644957983
CA,2.5,5,6,Srel,1RLZ,NAD,0.8207983193
CA,2.5,5,6,Tanimoto,1RLZ,NAD,0.8207983193
CA,2.5,5,6,GO,1RLZ,NAD,0.7006302521
CA,2.5,5,6,aaScore08,1RLZ,NAD,0.5906512605
CA,2.5,5,6,aaScore05,1RLZ,NAD,0.5176470588
CA,2.5,5,6,SrelScore08,1RLZ,NAD,0.8383403361
CA,2.5,5,6,SrelScore05,1RLZ,NAD,0.8445378151
CA,2.5,5,6,SOScore08,1RLZ,NAD,0.5988445378
CA,2.5,5,6,SOScore05,1RLZ,NAD,0.6452731092
CA,2.5,5,6,RMSD,2NPX,NAD,0.3128151261
CA,2.5,5,6,SO,2NPX,NAD,0.5042016807
CA,2.5,5,6,Srel,2NPX,NAD,0.7244747899
CA,2.5,5,6,Tanimoto,2NPX,NAD,0.7244747899
CA,2.5,5,6,GO,2NPX,NAD,0.5704831933
CA,2.5,5,6,aaScore08,2NPX,NAD,0.6858193277
CA,2.5,5,6,aaScore05,2NPX,NAD,0.637184874
CA,2.5,5,6,SrelScore08,2NPX,NAD,0.7141806723
CA,2.5,5,6,SrelScore05,2NPX,NAD,0.687289916
CA,2.5,5,6,SOScore08,2NPX,NAD,0.5106092437
CA,2.5,5,6,SOScore05,2NPX,NAD,0.5269957983
CA,2.5,5,6,RMSD,1MEW,NAD,0.4448529412
CA,2.5,5,6,SO,1MEW,NAD,0.6022058824
CA,2.5,5,6,Srel,1MEW,NAD,0.568592437
CA,2.5,5,6,Tanimoto,1MEW,NAD,0.568592437
CA,2.5,5,6,GO,1MEW,NAD,0.525210084
CA,2.5,5,6,aaScore08,1MEW,NAD,0.5883403361
CA,2.5,5,6,aaScore05,1MEW,NAD,0.5816176471
CA,2.5,5,6,SrelScore08,1MEW,NAD,0.568697479
CA,2.5,5,6,SrelScore05,1MEW,NAD,0.5668067227
CA,2.5,5,6,SOScore08,1MEW,NAD,0.6030462185
CA,2.5,5,6,SOScore05,1MEW,NAD,0.6004201681
CA,2.5,5,6,RMSD,1EJ2,NAD,0.3613445378
CA,2.5,5,6,SO,1EJ2,NAD,0.3628151261
CA,2.5,5,6,Srel,1EJ2,NAD,0.6864495798
CA,2.5,5,6,Tanimoto,1EJ2,NAD,0.6864495798
CA,2.5,5,6,GO,1EJ2,NAD,0.6387605042
CA,2.5,5,6,aaScore08,1EJ2,NAD,0.6035714286
CA,2.5,5,6,aaScore05,1EJ2,NAD,0.4995798319
CA,2.5,5,6,SrelScore08,1EJ2,NAD,0.6964285714
CA,2.5,5,6,SrelScore05,1EJ2,NAD,0.7140756303
CA,2.5,5,6,SOScore08,1EJ2,NAD,0.3817226891
CA,2.5,5,6,SOScore05,1EJ2,NAD,0.4388655462
CA,2.5,5,6,RMSD,1O04,NAD,0.3984243697
CA,2.5,5,6,SO,1O04,NAD,0.343802521
CA,2.5,5,6,Srel,1O04,NAD,0.6641806723
CA,2.5,5,6,Tanimoto,1O04,NAD,0.6641806723
CA,2.5,5,6,GO,1O04,NAD,0.5974789916
CA,2.5,5,6,aaScore08,1O04,NAD,0.6258403361
CA,2.5,5,6,aaScore05,1O04,NAD,0.5699579832
CA,2.5,5,6,SrelScore08,1O04,NAD,0.6616596639
CA,2.5,5,6,SrelScore05,1O04,NAD,0.6674369748
CA,2.5,5,6,SOScore08,1O04,NAD,0.3569327731
CA,2.5,5,6,SOScore05,1O04,NAD,0.4162815126
CA,2.5,5,6,RMSD,1JQ5,NAD,0.3630252101
CA,2.5,5,6,SO,1JQ5,NAD,0.4345588235
CA,2.5,5,6,Srel,1JQ5,NAD,0.7652310924
CA,2.5,5,6,Tanimoto,1JQ5,NAD,0.7652310924
CA,2.5,5,6,GO,1JQ5,NAD,0.5737394958
CA,2.5,5,6,aaScore08,1JQ5,NAD,0.6275210084
CA,2.5,5,6,aaScore05,1JQ5,NAD,0.5911764706
CA,2.5,5,6,SrelScore08,1JQ5,NAD,0.7609243697
CA,2.5,5,6,SrelScore05,1JQ5,NAD,0.7304621849
CA,2.5,5,6,SOScore08,1JQ5,NAD,0.4503151261
CA,2.5,5,6,SOScore05,1JQ5,NAD,0.5006302521
CA,2.5,5,6,RMSD,1LBY,PO4,0.5952302632
CA,2.5,5,6,SO,1LBY,PO4,0.1774671053
CA,2.5,5,6,Srel,1LBY,PO4,0.6988486842
CA,2.5,5,6,Tanimoto,1LBY,PO4,0.6988486842
CA,2.5,5,6,GO,1LBY,PO4,0.5669407895
CA,2.5,5,6,aaScore08,1LBY,PO4,0.2444078947
CA,2.5,5,6,aaScore05,1LBY,PO4,0.2296052632
CA,2.5,5,6,SrelScore08,1LBY,PO4,0.7209703947
CA,2.5,5,6,SrelScore05,1LBY,PO4,0.7232730263
CA,2.5,5,6,SOScore08,1LBY,PO4,0.1960526316
CA,2.5,5,6,SOScore05,1LBY,PO4,0.2952302632
CA,2.5,5,6,RMSD,1EUC,PO4,0.6007401316
CA,2.5,5,6,SO,1EUC,PO4,0.5411184211
CA,2.5,5,6,Srel,1EUC,PO4,0.6444078947
CA,2.5,5,6,Tanimoto,1EUC,PO4,0.6444078947
CA,2.5,5,6,GO,1EUC,PO4,0.5564967105
CA,2.5,5,6,aaScore08,1EUC,PO4,0.2319901316
CA,2.5,5,6,aaScore05,1EUC,PO4,0.2152138158
CA,2.5,5,6,SrelScore08,1EUC,PO4,0.6450657895
CA,2.5,5,6,SrelScore05,1EUC,PO4,0.6423519737
CA,2.5,5,6,SOScore08,1EUC,PO4,0.5416118421
CA,2.5,5,6,SOScore05,1EUC,PO4,0.5526315789
CA,2.5,5,6,RMSD,1DAK,PO4,0.5808388158
CA,2.5,5,6,SO,1DAK,PO4,0.1956414474
CA,2.5,5,6,Srel,1DAK,PO4,0.7036184211
CA,2.5,5,6,Tanimoto,1DAK,PO4,0.7036184211
CA,2.5,5,6,GO,1DAK,PO4,0.4554276316
CA,2.5,5,6,aaScore08,1DAK,PO4,0.2731085526
CA,2.5,5,6,aaScore05,1DAK,PO4,0.2808388158
CA,2.5,5,6,SrelScore08,1DAK,PO4,0.7042763158
CA,2.5,5,6,SrelScore05,1DAK,PO4,0.6865131579
CA,2.5,5,6,SOScore08,1DAK,PO4,0.1974506579
CA,2.5,5,6,SOScore05,1DAK,PO4,0.2351151316
CA,2.5,5,6,RMSD,1FBT,PO4,0.5797697368
CA,2.5,5,6,SO,1FBT,PO4,0.2633223684
CA,2.5,5,6,Srel,1FBT,PO4,0.6884868421
CA,2.5,5,6,Tanimoto,1FBT,PO4,0.6884868421
CA,2.5,5,6,GO,1FBT,PO4,0.5636513158
CA,2.5,5,6,aaScore08,1FBT,PO4,0.2674342105
CA,2.5,5,6,aaScore05,1FBT,PO4,0.2279605263
CA,2.5,5,6,SrelScore08,1FBT,PO4,0.6837993421
CA,2.5,5,6,SrelScore05,1FBT,PO4,0.6731907895
CA,2.5,5,6,SOScore08,1FBT,PO4,0.2887335526
CA,2.5,5,6,SOScore05,1FBT,PO4,0.3597861842
CA,2.5,5,6,RMSD,1D1Q,PO4,0.6411184211
CA,2.5,5,6,SO,1D1Q,PO4,0.4042763158
CA,2.5,5,6,Srel,1D1Q,PO4,0.6677631579
CA,2.5,5,6,Tanimoto,1D1Q,PO4,0.6677631579
CA,2.5,5,6,GO,1D1Q,PO4,0.4908717105
CA,2.5,5,6,aaScore08,1D1Q,PO4,0.2069078947
CA,2.5,5,6,aaScore05,1D1Q,PO4,0.2165296053
CA,2.5,5,6,SrelScore08,1D1Q,PO4,0.6605263158
CA,2.5,5,6,SrelScore05,1D1Q,PO4,0.6305921053
CA,2.5,5,6,SOScore08,1D1Q,PO4,0.4265625
CA,2.5,5,6,SOScore05,1D1Q,PO4,0.4459703947
CA,2.5,5,6,RMSD,1B8O,PO4,0.6085526316
CA,2.5,5,6,SO,1B8O,PO4,0.5048519737
CA,2.5,5,6,Srel,1B8O,PO4,0.6199835526
CA,2.5,5,6,Tanimoto,1B8O,PO4,0.6199835526
CA,2.5,5,6,GO,1B8O,PO4,0.5212993421
CA,2.5,5,6,aaScore08,1B8O,PO4,0.2191611842
CA,2.5,5,6,aaScore05,1B8O,PO4,0.2080592105
CA,2.5,5,6,SrelScore08,1B8O,PO4,0.6217927632
CA,2.5,5,6,SrelScore05,1B8O,PO4,0.6237664474
CA,2.5,5,6,SOScore08,1B8O,PO4,0.5175986842
CA,2.5,5,6,SOScore05,1B8O,PO4,0.540625
CA,2.5,5,6,RMSD,1HO5,PO4,0.4269736842
CA,2.5,5,6,SO,1HO5,PO4,0.3690789474
CA,2.5,5,6,Srel,1HO5,PO4,0.4171052632
CA,2.5,5,6,Tanimoto,1HO5,PO4,0.4171052632
CA,2.5,5,6,GO,1HO5,PO4,0.4697368421
CA,2.5,5,6,aaScore08,1HO5,PO4,0.3519736842
CA,2.5,5,6,aaScore05,1HO5,PO4,0.3493421053
CA,2.5,5,6,SrelScore08,1HO5,PO4,0.4194078947
CA,2.5,5,6,SrelScore05,1HO5,PO4,0.4223684211
CA,2.5,5,6,SOScore08,1HO5,PO4,0.3769736842
CA,2.5,5,6,SOScore05,1HO5,PO4,0.3861842105
CA,2.5,5,6,RMSD,1TCO,PO4,0.3845394737
CA,2.5,5,6,SO,1TCO,PO4,0.3353618421
CA,2.5,5,6,Srel,1TCO,PO4,0.3745065789
CA,2.5,5,6,Tanimoto,1TCO,PO4,0.3745065789
CA,2.5,5,6,GO,1TCO,PO4,0.4034539474
CA,2.5,5,6,aaScore08,1TCO,PO4,0.3164473684
CA,2.5,5,6,aaScore05,1TCO,PO4,0.3190789474
CA,2.5,5,6,SrelScore08,1TCO,PO4,0.3763157895
CA,2.5,5,6,SrelScore05,1TCO,PO4,0.3786184211
CA,2.5,5,6,SOScore08,1TCO,PO4,0.3333881579
CA,2.5,5,6,SOScore05,1TCO,PO4,0.3376644737
CA,2.5,5,6,RMSD,1CQJ,PO4,0.5443256579
CA,2.5,5,6,SO,1CQJ,PO4,0.2268092105
CA,2.5,5,6,Srel,1CQJ,PO4,0.7320723684
CA,2.5,5,6,Tanimoto,1CQJ,PO4,0.7320723684
CA,2.5,5,6,GO,1CQJ,PO4,0.4725328947
CA,2.5,5,6,aaScore08,1CQJ,PO4,0.2573190789
CA,2.5,5,6,aaScore05,1CQJ,PO4,0.2505756579
CA,2.5,5,6,SrelScore08,1CQJ,PO4,0.7261513158
CA,2.5,5,6,SrelScore05,1CQJ,PO4,0.6826480263
CA,2.5,5,6,SOScore08,1CQJ,PO4,0.2470394737
CA,2.5,5,6,SOScore05,1CQJ,PO4,0.2953125
CA,2.5,5,6,RMSD,1L7M,PO4,0.5150493421
CA,2.5,5,6,SO,1L7M,PO4,0.3657072368
CA,2.5,5,6,Srel,1L7M,PO4,0.7245888158
CA,2.5,5,6,Tanimoto,1L7M,PO4,0.7245888158
CA,2.5,5,6,GO,1L7M,PO4,0.5485197368
CA,2.5,5,6,aaScore08,1L7M,PO4,0.2726973684
